student_id,semantic_fatigue_score,help_seeking_drop_pct,forum_sentiment,lms_logins,assignment_delay_days,peer_contagion_risk,final_burnout_score,risk_stage
710,0.073,49.7,0.55,12,4.1,8.66,32.1,Stage 1: Stable
711,0.054,49.6,0.84,11,0.2,11.4,26.6,Stage 1: Stable
712,0.102,7.8,-0.94,7,1.6,8.61,23.5,Stage 1: Stable
713,0.409,32.7,0.34,11,0.7,13.75,33.8,Stage 1: Stable
714,0.279,72.9,-1.0,9,1.8,11.87,56.2,Stage 2: Drifting
715,0.488,11.9,0.0,13,1.0,12.6,35.5,Stage 2: Drifting
716,0.068,4.7,0.01,13,3.5,10.57,27.0,Stage 1: Stable
717,0.291,46.5,-0.41,7,1.5,12.12,52.7,Stage 2: Drifting
718,0.476,72.1,0.61,10,5.0,10.62,48.4,Stage 2: Drifting
719,0.282,74.6,0.83,15,2.2,9.07,36.8,Stage 2: Drifting
720,0.2,73.1,0.2,10,0.4,11.35,42.4,Stage 2: Drifting
721,0.27,99.0,-0.5,8,0.4,8.65,55.3,Stage 2: Drifting
722,0.478,17.9,-0.32,15,0.6,6.58,39.2,Stage 2: Drifting
723,0.057,43.8,0.1,6,1.4,11.7,27.8,Stage 1: Stable
724,0.447,75.1,0.48,10,0.8,9.71,40.4,Stage 2: Drifting
725,0.273,2.4,-0.98,9,0.4,10.09,36.5,Stage 2: Drifting
726,0.315,59.2,0.03,4,0.2,6.94,35.7,Stage 2: Drifting
727,0.284,66.9,1.0,13,0.9,7.35,29.4,Stage 1: Stable
728,0.13,34.2,0.51,13,4.3,12.7,30.0,Stage 1: Stable
729,0.274,96.5,0.02,11,0.2,8.63,50.6,Stage 2: Drifting
730,0.474,83.8,0.55,7,5.5,12.88,53.4,Stage 2: Drifting
731,0.078,27.7,-0.67,3,1.6,12.64,30.9,Stage 1: Stable
732,0.341,36.7,0.07,7,0.2,14.07,21.8,Stage 1: Stable
733,0.186,93.1,-0.08,16,1.5,12.03,46.2,Stage 2: Drifting
734,0.13,20.9,-0.36,12,1.9,7.62,29.8,Stage 1: Stable
735,0.425,59.9,0.27,8,0.3,11.49,40.4,Stage 2: Drifting
736,0.174,74.8,-0.52,8,4.4,10.62,47.6,Stage 2: Drifting
737,0.485,71.3,0.59,8,0.2,11.44,49.1,Stage 2: Drifting
738,0.308,32.4,0.02,8,0.8,9.95,31.0,Stage 1: Stable
739,0.265,3.1,-0.01,10,1.1,6.97,26.6,Stage 1: Stable
740,0.46,12.3,-0.44,5,2.5,12.65,43.8,Stage 2: Drifting
741,0.158,5.7,-0.08,7,0.6,12.17,21.5,Stage 1: Stable
742,0.129,38.1,0.44,9,1.2,9.95,32.5,Stage 1: Stable
743,0.63,41.3,0.17,6,1.9,12.59,44.1,Stage 2: Drifting
744,0.16,44.0,-0.15,4,3.4,7.51,28.4,Stage 1: Stable
745,0.392,1.4,0.54,13,1.4,11.05,28.6,Stage 1: Stable
746,0.221,19.7,-0.24,3,0.0,13.19,31.1,Stage 1: Stable
747,0.58,83.9,-0.69,15,1.6,11.28,70.9,Stage 3: High Risk
748,0.06,5.4,1.0,15,3.5,14.76,18.8,Stage 1: Stable
749,0.105,15.0,-0.46,10,1.2,11.14,34.1,Stage 1: Stable
750,0.449,25.8,0.1,7,3.3,12.35,36.6,Stage 2: Drifting
751,0.464,88.1,0.64,9,0.1,13.03,46.2,Stage 2: Drifting
752,0.137,64.8,-0.43,13,0.8,7.54,35.9,Stage 2: Drifting
753,0.346,35.9,-0.53,10,2.0,10.88,40.4,Stage 2: Drifting
754,0.145,93.2,0.08,10,3.6,13.61,44.5,Stage 2: Drifting
755,0.233,59.8,-0.19,11,4.7,10.84,47.9,Stage 2: Drifting
756,0.102,73.2,-0.46,7,0.5,8.62,43.2,Stage 2: Drifting
757,0.296,79.2,0.33,7,0.8,9.85,37.4,Stage 2: Drifting
758,0.264,90.8,0.15,12,5.1,13.85,53.1,Stage 2: Drifting
759,0.115,69.4,-0.35,9,0.5,13.89,41.9,Stage 2: Drifting
760,0.356,45.6,-0.0,9,1.0,11.14,41.5,Stage 2: Drifting
761,0.397,35.3,-0.77,11,0.2,10.25,35.5,Stage 2: Drifting
762,0.239,34.6,-0.22,5,0.1,17.84,49.4,Stage 2: Drifting
763,0.425,33.6,0.31,7,1.6,18.4,34.8,Stage 1: Stable
764,0.066,96.6,-0.01,8,1.7,13.14,44.7,Stage 2: Drifting
765,0.124,83.3,-0.29,7,1.8,5.53,46.4,Stage 2: Drifting
766,0.522,21.4,0.16,12,4.3,11.01,45.0,Stage 2: Drifting
767,0.292,90.5,1.0,9,3.2,10.08,46.5,Stage 2: Drifting
768,0.082,77.0,-0.71,10,7.3,6.57,50.4,Stage 2: Drifting
769,0.069,24.2,0.06,8,0.3,13.05,19.9,Stage 1: Stable
770,0.112,60.9,0.25,19,2.3,8.77,28.2,Stage 1: Stable
771,0.302,28.8,0.18,11,6.0,10.69,37.0,Stage 2: Drifting
772,0.138,25.2,-0.11,10,0.2,11.73,26.9,Stage 1: Stable
773,0.453,78.3,-0.31,9,0.1,9.74,45.9,Stage 2: Drifting
774,0.102,48.6,0.48,8,2.6,14.33,23.7,Stage 1: Stable
775,0.103,52.0,-0.3,9,1.0,7.27,36.8,Stage 2: Drifting
776,0.151,67.7,0.31,4,1.0,8.42,31.3,Stage 1: Stable
777,0.631,5.9,-0.42,9,1.7,10.21,42.3,Stage 2: Drifting
778,0.133,19.3,-0.46,8,0.9,7.07,21.6,Stage 1: Stable
779,0.413,45.2,0.2,5,2.4,10.41,41.9,Stage 2: Drifting
780,0.591,67.7,0.19,8,0.5,14.26,63.0,Stage 2: Drifting
781,0.366,97.9,0.53,11,0.2,10.07,39.8,Stage 2: Drifting
782,0.352,69.6,0.71,8,0.1,10.47,31.1,Stage 1: Stable
783,0.168,42.2,-0.17,14,1.8,14.83,33.4,Stage 1: Stable
784,0.284,51.0,-0.02,4,3.0,7.89,48.4,Stage 2: Drifting
785,0.229,82.9,-0.34,12,0.1,8.72,44.0,Stage 2: Drifting
786,0.449,50.9,-0.51,10,0.1,10.46,48.9,Stage 2: Drifting
787,0.039,74.7,-0.01,6,0.5,14.09,25.5,Stage 1: Stable
788,0.451,61.9,0.56,13,3.1,12.49,47.1,Stage 2: Drifting
789,0.376,78.5,0.11,6,6.9,9.31,55.1,Stage 2: Drifting
790,0.264,4.9,-0.23,14,0.4,14.4,33.9,Stage 1: Stable
791,0.167,15.9,-0.14,7,1.5,9.17,26.7,Stage 1: Stable
792,0.191,11.3,-0.13,6,1.0,10.09,20.4,Stage 1: Stable
793,0.214,22.7,-0.88,10,2.2,11.4,45.8,Stage 2: Drifting
794,0.528,33.3,-0.85,11,1.9,15.66,62.2,Stage 2: Drifting
795,0.333,45.0,0.38,11,1.2,12.8,42.4,Stage 2: Drifting
796,0.584,98.1,0.1,8,0.3,11.66,62.1,Stage 2: Drifting
797,0.444,25.4,-0.2,8,0.4,11.46,33.8,Stage 1: Stable
798,0.183,41.4,-0.02,8,2.1,7.93,31.4,Stage 1: Stable
799,0.116,85.9,0.13,12,2.4,11.61,42.3,Stage 2: Drifting
800,0.342,33.0,0.77,8,10.9,14.46,49.8,Stage 2: Drifting
801,0.373,1.5,-0.36,9,4.1,12.15,32.6,Stage 1: Stable
802,0.124,95.6,-0.33,12,0.2,12.45,47.7,Stage 2: Drifting
803,0.067,13.5,0.36,6,1.1,11.38,26.8,Stage 1: Stable
804,0.217,59.6,-0.35,15,0.4,10.41,40.7,Stage 2: Drifting
805,0.364,25.2,0.6,9,0.3,11.08,22.1,Stage 1: Stable
806,0.279,78.1,0.02,12,4.8,15.04,50.8,Stage 2: Drifting
807,0.303,32.4,0.52,11,3.3,10.18,29.8,Stage 1: Stable
808,0.224,37.4,-1.0,9,4.9,11.48,55.4,Stage 2: Drifting
809,0.379,68.0,0.07,11,1.3,13.88,48.2,Stage 2: Drifting
810,0.334,38.8,-0.2,8,3.9,11.25,42.4,Stage 2: Drifting
811,0.346,6.2,0.45,14,1.2,11.51,23.8,Stage 1: Stable
812,0.136,67.1,0.25,14,1.0,11.53,37.2,Stage 2: Drifting
813,0.263,34.8,1.0,9,3.9,9.54,28.5,Stage 1: Stable
814,0.608,25.0,-0.58,9,10.0,10.43,65.7,Stage 2: Drifting
815,0.258,9.8,0.6,8,0.7,14.58,20.2,Stage 1: Stable
816,0.386,40.9,0.34,8,3.2,10.36,36.5,Stage 2: Drifting
817,0.689,42.5,-0.47,10,1.2,10.0,50.6,Stage 2: Drifting
818,0.202,41.3,0.35,7,0.9,12.17,31.7,Stage 1: Stable
819,0.801,88.0,-0.98,10,2.5,7.06,77.9,Stage 3: High Risk
820,0.057,13.6,-0.3,10,0.1,8.49,15.8,Stage 1: Stable
821,0.17,14.4,0.19,8,0.8,11.65,19.9,Stage 1: Stable
822,0.141,65.8,-0.28,8,1.5,10.05,35.8,Stage 2: Drifting
823,0.321,57.3,-0.56,8,2.7,16.0,46.3,Stage 2: Drifting
824,0.148,28.9,-0.15,12,4.4,7.6,24.8,Stage 1: Stable
825,0.186,49.6,0.55,7,4.0,11.68,29.6,Stage 1: Stable
826,0.263,28.4,-0.23,7,1.0,6.04,23.4,Stage 1: Stable
827,0.238,59.1,-0.74,9,1.5,7.85,45.4,Stage 2: Drifting
828,0.681,17.4,0.22,7,0.5,17.72,36.7,Stage 2: Drifting
829,0.205,89.9,0.21,13,1.0,13.69,46.8,Stage 2: Drifting
830,0.271,41.1,-0.45,17,7.3,10.93,54.7,Stage 2: Drifting
831,0.462,85.8,0.53,11,1.4,7.24,40.1,Stage 2: Drifting
832,0.087,5.8,-0.32,6,1.1,12.75,20.0,Stage 1: Stable
833,0.138,47.7,-0.39,9,0.1,11.89,27.8,Stage 1: Stable
834,0.444,34.6,-0.65,11,1.8,9.5,38.5,Stage 2: Drifting
835,0.665,99.3,-0.18,11,1.0,9.89,70.3,Stage 3: High Risk
836,0.493,51.2,-0.88,16,1.4,11.1,55.3,Stage 2: Drifting
837,0.364,85.4,0.25,16,1.2,13.18,60.4,Stage 2: Drifting
838,0.218,69.0,0.41,10,0.5,12.14,32.5,Stage 1: Stable
839,0.354,81.7,0.16,9,2.1,12.18,57.5,Stage 2: Drifting
840,0.448,21.4,-0.34,11,0.1,8.15,27.9,Stage 1: Stable
841,0.484,69.8,-0.32,8,7.9,15.04,67.0,Stage 2: Drifting
842,0.166,94.3,-0.89,9,3.0,9.06,70.8,Stage 3: High Risk
843,0.232,62.9,0.15,12,4.1,11.7,40.1,Stage 2: Drifting
844,0.271,82.9,-0.43,9,1.5,11.37,59.6,Stage 2: Drifting
845,0.323,59.4,-0.58,9,0.4,14.24,48.2,Stage 2: Drifting
846,0.189,89.4,0.61,9,1.2,14.27,37.7,Stage 2: Drifting
847,0.452,86.4,0.23,8,0.0,17.54,47.5,Stage 2: Drifting
848,0.133,85.1,-0.58,11,0.6,8.39,45.4,Stage 2: Drifting
849,0.005,66.2,0.77,11,0.2,12.19,19.3,Stage 1: Stable
850,0.398,55.4,-0.1,8,2.1,9.25,41.6,Stage 2: Drifting
851,0.537,55.3,0.28,13,0.6,10.29,31.9,Stage 1: Stable
852,0.268,51.5,-1.0,15,2.6,11.98,52.9,Stage 2: Drifting
853,0.671,57.8,1.0,8,0.2,9.67,26.3,Stage 1: Stable
854,0.274,81.3,-0.06,8,1.3,10.97,46.5,Stage 2: Drifting
855,0.541,11.5,0.66,9,1.2,12.44,21.0,Stage 1: Stable
856,0.189,31.6,0.34,10,1.0,15.42,35.3,Stage 2: Drifting
857,0.342,54.7,-0.04,14,0.5,10.92,28.4,Stage 1: Stable
858,0.285,46.4,0.68,7,0.1,14.66,29.1,Stage 1: Stable
859,0.114,74.1,0.34,12,0.8,11.39,38.0,Stage 2: Drifting
860,0.269,13.8,-0.39,7,1.1,10.79,30.9,Stage 1: Stable
861,0.34,87.2,-0.24,16,1.7,13.28,49.2,Stage 2: Drifting
862,0.15,29.1,-0.48,7,5.7,13.12,33.9,Stage 1: Stable
863,0.439,47.6,0.08,15,2.1,12.31,47.1,Stage 2: Drifting
864,0.231,60.1,-0.05,7,1.5,9.93,37.8,Stage 2: Drifting
865,0.486,32.3,1.0,9,6.5,11.94,32.0,Stage 1: Stable
866,0.259,40.7,0.78,9,1.6,5.39,24.9,Stage 1: Stable
867,0.114,12.6,0.08,12,4.8,9.84,23.0,Stage 1: Stable
868,0.438,82.0,0.64,14,0.6,8.16,37.4,Stage 2: Drifting
869,0.189,7.6,-0.43,7,1.7,10.12,21.4,Stage 1: Stable
870,0.372,67.6,-0.74,12,2.6,9.09,49.3,Stage 2: Drifting
871,0.291,96.0,0.36,17,1.8,8.99,42.6,Stage 2: Drifting
872,0.337,58.3,0.01,4,0.0,12.74,41.9,Stage 2: Drifting
873,0.599,12.7,0.09,10,4.6,8.91,46.7,Stage 2: Drifting
874,0.104,73.7,-0.11,10,5.3,10.99,41.0,Stage 2: Drifting
875,0.553,10.1,0.98,8,2.4,11.23,24.1,Stage 1: Stable
876,0.192,45.0,-0.01,7,0.1,9.82,28.6,Stage 1: Stable
877,0.069,32.7,-0.33,13,1.2,15.97,35.9,Stage 2: Drifting
878,0.13,4.5,0.72,8,0.3,10.39,14.0,Stage 1: Stable
879,0.203,38.1,-0.46,8,0.0,8.95,30.3,Stage 1: Stable
880,0.383,8.8,-0.06,11,1.0,12.48,26.0,Stage 1: Stable
881,0.457,56.5,0.12,16,0.6,11.08,44.6,Stage 2: Drifting
882,0.307,13.9,0.61,7,0.4,16.33,16.3,Stage 1: Stable
883,0.136,36.8,-0.46,13,2.1,12.12,25.3,Stage 1: Stable
884,0.255,42.9,-0.12,13,0.8,10.78,47.0,Stage 2: Drifting
885,0.267,71.6,-0.64,8,2.2,14.63,50.9,Stage 2: Drifting
886,0.16,99.8,0.3,11,0.2,12.78,42.8,Stage 2: Drifting
887,0.432,78.8,-0.16,10,1.1,13.46,56.6,Stage 2: Drifting
888,0.307,80.6,-0.92,13,3.0,10.01,60.3,Stage 2: Drifting
889,0.52,29.8,-0.94,10,4.9,12.31,60.4,Stage 2: Drifting
890,0.242,99.9,-0.88,7,0.9,8.54,61.1,Stage 2: Drifting
891,0.518,29.4,-0.9,6,0.5,12.65,39.8,Stage 2: Drifting
892,0.342,67.1,-0.71,13,1.3,14.75,61.2,Stage 2: Drifting
893,0.362,51.7,0.05,11,6.0,12.28,52.8,Stage 2: Drifting
894,0.307,82.9,-0.24,13,2.4,9.35,52.5,Stage 2: Drifting
895,0.195,23.0,-0.31,10,7.1,12.92,45.1,Stage 2: Drifting
896,0.153,62.6,-0.58,6,3.9,7.84,33.6,Stage 1: Stable
897,0.292,34.2,-0.05,10,1.3,9.46,30.5,Stage 1: Stable
898,0.546,81.5,0.15,8,0.2,11.31,46.2,Stage 2: Drifting
899,0.586,62.4,-0.13,10,0.9,8.32,42.2,Stage 2: Drifting
900,0.19,42.8,1.0,17,1.5,11.39,19.9,Stage 1: Stable
901,0.195,46.4,0.1,8,1.6,11.85,37.9,Stage 2: Drifting
902,0.142,18.9,-0.23,10,1.5,7.79,24.5,Stage 1: Stable
903,0.102,67.2,-0.04,15,9.0,11.89,55.6,Stage 2: Drifting
904,0.104,44.1,-0.2,11,0.1,10.64,27.0,Stage 1: Stable
905,0.086,46.9,-0.37,6,1.3,13.24,38.0,Stage 2: Drifting
906,0.164,82.7,0.67,5,2.4,9.66,36.4,Stage 2: Drifting
907,0.409,53.4,-0.76,10,1.0,10.67,53.3,Stage 2: Drifting
908,0.217,74.3,-0.56,3,0.6,6.46,45.6,Stage 2: Drifting
909,0.104,80.4,-0.18,9,1.4,9.96,42.6,Stage 2: Drifting
910,0.135,37.5,0.74,10,0.6,10.12,15.2,Stage 1: Stable
911,0.23,4.4,0.59,13,0.5,14.0,18.6,Stage 1: Stable
912,0.493,10.4,0.41,12,1.2,16.78,34.2,Stage 1: Stable
913,0.302,33.0,0.5,3,0.3,14.59,29.8,Stage 1: Stable
914,0.274,19.9,-0.37,16,1.2,6.35,24.2,Stage 1: Stable
915,0.301,13.2,0.75,13,1.8,11.6,17.4,Stage 1: Stable
916,0.166,22.5,-0.25,10,5.8,12.84,40.3,Stage 2: Drifting
917,0.485,25.5,0.54,3,2.4,10.27,27.6,Stage 1: Stable
918,0.074,16.0,-0.21,9,5.9,12.95,32.6,Stage 1: Stable
919,0.345,2.4,0.47,10,0.7,11.09,21.8,Stage 1: Stable
920,0.123,43.9,-0.19,9,1.1,11.46,34.6,Stage 1: Stable
921,0.065,80.9,-0.34,8,0.0,8.82,32.6,Stage 1: Stable
922,0.292,86.0,-1.0,7,1.3,13.27,62.0,Stage 2: Drifting
923,0.076,71.8,-0.11,12,0.3,11.37,47.0,Stage 2: Drifting
924,0.554,12.6,0.27,6,1.3,8.54,32.2,Stage 1: Stable
925,0.293,1.8,0.52,8,3.1,11.68,20.7,Stage 1: Stable
926,0.118,76.8,-0.15,7,0.6,9.79,45.6,Stage 2: Drifting
927,0.364,94.7,-0.12,11,8.5,9.66,78.2,Stage 3: High Risk
928,0.394,42.1,0.59,13,1.5,12.15,38.0,Stage 2: Drifting
929,0.042,93.8,0.77,5,1.4,13.36,29.2,Stage 1: Stable
930,0.289,26.5,-0.84,10,5.2,8.9,47.3,Stage 2: Drifting
931,0.062,20.0,0.19,11,2.7,11.3,29.4,Stage 1: Stable
932,0.149,82.8,0.16,7,6.3,14.07,44.1,Stage 2: Drifting
933,0.242,35.3,0.66,12,1.4,11.04,29.8,Stage 1: Stable
934,0.177,66.1,-0.86,9,0.4,11.96,45.5,Stage 2: Drifting
935,0.5,99.2,0.52,5,3.8,9.82,63.6,Stage 2: Drifting
936,0.12,97.3,1.0,14,0.2,8.82,28.6,Stage 1: Stable
937,0.033,52.2,-0.67,15,0.7,10.64,37.1,Stage 2: Drifting
938,0.294,8.9,-0.34,4,2.6,11.86,33.8,Stage 1: Stable
939,0.018,93.6,0.08,7,2.5,10.14,46.6,Stage 2: Drifting
940,0.165,10.0,0.43,12,3.6,7.74,20.9,Stage 1: Stable
941,0.146,39.1,0.32,5,1.2,13.68,24.5,Stage 1: Stable
942,0.247,43.4,-0.18,8,1.9,10.53,35.2,Stage 2: Drifting
943,0.185,100.0,-0.33,10,4.2,9.74,56.9,Stage 2: Drifting
944,0.312,27.0,-0.43,10,1.4,12.79,43.5,Stage 2: Drifting
945,0.069,34.9,0.43,12,1.8,12.29,26.6,Stage 1: Stable
946,0.174,56.5,-0.45,12,2.8,8.79,37.8,Stage 2: Drifting
947,0.318,83.0,0.07,8,0.7,7.63,38.2,Stage 2: Drifting
948,0.319,29.3,0.53,9,1.3,10.09,29.0,Stage 1: Stable
949,0.222,94.7,-0.67,9,0.4,6.25,46.4,Stage 2: Drifting
950,0.129,64.4,-0.04,14,5.3,13.26,51.2,Stage 2: Drifting
951,0.543,24.0,-0.14,6,4.8,11.73,45.9,Stage 2: Drifting
952,0.256,89.3,0.23,11,0.0,10.93,50.3,Stage 2: Drifting
953,0.244,29.2,-0.45,15,0.5,9.04,26.9,Stage 1: Stable
954,0.233,0.1,0.67,13,4.7,9.14,26.0,Stage 1: Stable
955,0.715,77.5,-0.99,7,1.8,8.85,71.9,Stage 3: High Risk
956,0.269,75.2,-0.47,10,5.5,15.3,59.4,Stage 2: Drifting
957,0.24,27.4,-0.14,11,2.1,13.11,29.7,Stage 1: Stable
958,0.083,41.7,-0.19,13,0.5,16.82,44.3,Stage 2: Drifting
959,0.306,38.3,0.8,7,7.2,7.87,30.4,Stage 1: Stable
960,0.482,51.2,0.36,8,0.6,14.12,43.1,Stage 2: Drifting
961,0.138,61.3,0.11,10,1.8,14.48,41.2,Stage 2: Drifting
962,0.275,1.4,1.0,11,0.1,8.94,6.8,Stage 1: Stable
963,0.392,78.0,0.05,14,4.4,11.82,59.2,Stage 2: Drifting
964,0.501,41.7,-0.03,7,4.6,13.77,46.1,Stage 2: Drifting
965,0.197,39.2,-0.91,10,1.5,7.4,46.8,Stage 2: Drifting
966,0.267,6.5,0.04,13,2.0,12.65,22.1,Stage 1: Stable
967,0.292,37.6,-0.04,6,2.0,8.3,32.0,Stage 1: Stable
968,0.484,23.4,0.39,10,0.7,14.94,26.7,Stage 1: Stable
969,0.168,16.7,0.04,5,4.7,13.85,38.1,Stage 2: Drifting
970,0.385,9.1,0.5,12,6.7,12.99,45.1,Stage 2: Drifting
971,0.485,26.2,-1.0,14,3.2,8.41,57.6,Stage 2: Drifting
972,0.361,27.5,0.57,10,1.3,8.95,30.6,Stage 1: Stable
973,0.163,78.7,-0.53,16,1.8,14.96,50.5,Stage 2: Drifting
974,0.283,94.2,0.58,13,1.3,10.69,44.3,Stage 2: Drifting
975,0.098,43.2,-0.02,11,0.9,10.81,27.1,Stage 1: Stable
976,0.621,82.9,-0.63,5,1.1,9.75,55.7,Stage 2: Drifting
977,0.389,0.7,0.57,14,0.1,11.93,16.9,Stage 1: Stable
978,0.076,23.6,-0.47,15,7.5,12.34,46.0,Stage 2: Drifting
979,0.299,22.3,-0.45,10,6.2,12.29,40.6,Stage 2: Drifting
980,0.429,23.3,-0.37,10,2.5,12.69,29.8,Stage 1: Stable
981,0.139,78.6,-0.25,8,0.3,11.14,35.8,Stage 2: Drifting
982,0.062,43.5,-0.38,10,1.7,15.38,41.6,Stage 2: Drifting
983,0.149,7.2,-0.27,5,4.2,7.62,16.8,Stage 1: Stable
984,0.511,60.6,0.56,9,1.4,19.64,48.0,Stage 2: Drifting
985,0.279,51.3,0.28,15,0.3,11.05,30.7,Stage 1: Stable
986,0.349,54.5,0.5,10,1.4,13.13,39.0,Stage 2: Drifting
987,0.096,19.6,0.31,11,3.2,12.24,25.5,Stage 1: Stable
988,0.101,82.6,-0.49,12,1.1,12.14,49.0,Stage 2: Drifting
989,0.084,32.7,0.27,8,0.2,9.96,19.2,Stage 1: Stable
990,0.379,36.3,1.0,8,1.2,5.44,14.5,Stage 1: Stable
991,0.591,97.3,0.46,9,1.3,10.82,60.3,Stage 2: Drifting
992,0.15,2.0,0.36,15,0.9,12.66,7.2,Stage 1: Stable
993,0.59,57.2,-0.27,6,1.1,11.27,55.0,Stage 2: Drifting
994,0.242,25.2,0.52,7,3.8,9.24,32.2,Stage 1: Stable
995,0.359,24.6,0.29,6,0.4,11.98,39.7,Stage 2: Drifting
996,0.526,3.7,0.51,9,1.4,9.95,20.7,Stage 1: Stable
997,0.22,32.7,-0.18,9,1.4,13.5,31.7,Stage 1: Stable
998,0.208,53.4,0.39,9,2.9,8.76,33.2,Stage 1: Stable
999,0.308,33.1,-0.3,5,1.3,8.33,32.9,Stage 1: Stable
1000,0.395,90.5,0.28,14,0.3,6.1,47.1,Stage 2: Drifting
1001,0.152,75.0,-0.93,10,3.9,6.45,53.3,Stage 2: Drifting
1002,0.261,85.0,0.37,11,3.7,12.3,47.5,Stage 2: Drifting
1003,0.192,97.6,-0.13,15,3.5,10.48,53.3,Stage 2: Drifting
1004,0.278,53.0,-0.26,6,2.0,8.77,44.3,Stage 2: Drifting
1005,0.186,54.8,-0.21,11,1.3,8.28,28.7,Stage 1: Stable
1006,0.229,40.4,0.29,14,2.8,17.26,37.7,Stage 2: Drifting
1007,0.182,92.9,-0.8,14,0.4,11.5,56.4,Stage 2: Drifting
1008,0.134,96.2,0.5,10,1.5,10.52,36.1,Stage 2: Drifting
1009,0.428,36.4,0.36,18,2.8,7.63,15.7,Stage 1: Stable
1010,0.104,47.5,0.22,11,5.5,14.17,47.6,Stage 2: Drifting
1011,0.605,47.1,0.83,9,0.3,12.04,36.5,Stage 2: Drifting
1012,0.161,20.5,0.22,11,0.7,11.35,15.2,Stage 1: Stable
1013,0.359,45.6,0.83,7,0.1,12.01,33.0,Stage 1: Stable
1014,0.269,72.7,-0.57,9,8.0,8.28,58.9,Stage 2: Drifting
1015,0.105,66.2,0.62,5,0.7,12.26,25.3,Stage 1: Stable
1016,0.182,67.9,0.03,9,1.2,11.74,41.5,Stage 2: Drifting
1017,0.134,75.7,0.69,11,0.5,13.64,34.7,Stage 1: Stable
1018,0.151,16.5,-0.35,10,1.7,13.71,27.1,Stage 1: Stable
1019,0.389,42.6,0.54,11,2.1,12.31,31.7,Stage 1: Stable
1020,0.443,33.9,-0.05,9,0.5,7.42,27.3,Stage 1: Stable
1021,0.182,48.2,0.89,11,2.4,9.87,29.3,Stage 1: Stable
1022,0.1,30.1,0.39,12,0.2,11.87,14.2,Stage 1: Stable
1023,0.26,81.9,-0.31,6,0.8,7.23,40.3,Stage 2: Drifting
1024,0.092,35.1,-0.13,9,1.8,14.14,32.8,Stage 1: Stable
1025,0.228,70.6,0.16,12,1.1,13.71,49.6,Stage 2: Drifting
1026,0.167,69.7,-0.23,10,0.3,8.24,37.7,Stage 2: Drifting
1027,0.26,57.5,-0.85,10,1.3,12.22,51.3,Stage 2: Drifting
1028,0.159,58.7,0.0,9,3.2,13.96,43.2,Stage 2: Drifting
1029,0.089,81.4,0.24,8,1.4,9.29,41.3,Stage 2: Drifting
1030,0.021,58.5,0.24,8,1.6,14.54,43.2,Stage 2: Drifting
1031,0.241,38.7,0.31,11,2.4,15.44,33.8,Stage 1: Stable
1032,0.267,85.5,0.64,6,0.5,7.89,36.3,Stage 2: Drifting
1033,0.065,79.0,-0.99,11,1.1,8.88,47.4,Stage 2: Drifting
1034,0.143,7.7,-0.08,5,1.9,11.6,25.5,Stage 1: Stable
1035,0.531,2.5,-0.4,14,1.7,9.26,34.0,Stage 1: Stable
1036,0.407,77.5,0.48,9,4.7,11.0,48.4,Stage 2: Drifting
1037,0.289,32.0,0.64,7,4.2,10.03,30.3,Stage 1: Stable
1038,0.061,85.3,-0.39,8,1.3,8.74,54.8,Stage 2: Drifting
1039,0.418,57.7,-0.54,7,2.7,6.89,49.2,Stage 2: Drifting
1040,0.342,56.9,0.06,12,4.2,15.99,41.5,Stage 2: Drifting
1041,0.136,4.3,0.19,12,3.8,12.03,21.1,Stage 1: Stable
1042,0.424,69.9,0.45,7,1.5,10.84,43.1,Stage 2: Drifting
1043,0.425,94.9,0.44,12,1.4,10.8,49.7,Stage 2: Drifting
1044,0.266,95.3,0.1,12,4.7,9.19,53.8,Stage 2: Drifting
1045,0.068,27.3,-0.06,13,2.4,8.55,25.6,Stage 1: Stable
1046,0.258,4.0,-0.7,6,0.3,11.78,30.9,Stage 1: Stable
1047,0.038,16.7,-0.84,12,0.2,10.35,26.6,Stage 1: Stable
1048,0.276,4.9,0.06,10,4.9,11.41,35.1,Stage 2: Drifting
1049,0.034,40.8,-0.08,8,3.4,8.94,22.3,Stage 1: Stable
1050,0.672,90.5,-0.87,13,0.8,9.51,65.9,Stage 2: Drifting
1051,0.446,73.1,-0.53,9,0.2,10.74,53.9,Stage 2: Drifting
1052,0.18,64.2,0.93,10,1.2,14.28,33.3,Stage 1: Stable
1053,0.068,1.8,-0.61,9,3.8,11.81,24.8,Stage 1: Stable
1054,0.112,56.3,-0.25,16,3.0,11.79,37.9,Stage 2: Drifting
1055,0.164,86.2,1.0,14,1.9,8.14,28.4,Stage 1: Stable
1056,0.248,94.3,0.26,12,0.8,11.66,51.3,Stage 2: Drifting
1057,0.17,6.2,0.57,7,0.2,9.45,1.8,Stage 1: Stable
1058,0.267,94.0,1.0,11,9.2,9.82,47.4,Stage 2: Drifting
1059,0.596,60.8,0.47,6,1.9,7.99,45.2,Stage 2: Drifting
1060,0.26,48.8,0.75,15,0.5,12.56,31.2,Stage 1: Stable
1061,0.112,66.1,-0.16,7,2.2,12.71,34.0,Stage 1: Stable
1062,0.167,76.5,-0.08,9,5.7,13.05,56.4,Stage 2: Drifting
1063,0.259,11.1,-0.14,11,1.4,9.17,25.4,Stage 1: Stable
